CoverID,"CountryCode","Cover",startDate,endDate,"MonthlyPrice",ContractID
256,"FR","homeInsurance",2022-05-01,2023-05-31,"€30",106
258,"FR","carInsurance",2022-04-01,2023-04-30,"€25",107
261,"FR","carInsurance",2022-03-01,2023-03-31,"€60",108
262,"FR","carInsurance",2021-09-01,2022-08-31,"€35",108
264,"FR","homeInsurance",2022-02-01,2023-02-28,"€35",108
265,"FR","carInsurance",2021-09-01,2022-08-31,"€45",110
266,"FR","carInsurance",2022-03-01,2023-03-31,"€40",110
269,"FR","carInsurance",2021-12-01,2022-11-30,"€50",111
270,"FR","carInsurance",2022-01-01,2023-01-31,"€40",111
273,"FR","carInsurance",2022-02-01,2023-02-28,"€65",112
276,"FR","homeInsurance",2022-01-01,2023-01-31,"€40",112
277,"FR","carInsurance",2022-05-01,2023-05-31,"€45",113
279,"FR","lifeInsurance",2022-04-01,2023-04-30,"€45",113
281,"FR","carInsurance",2022-01-01,2023-01-31,"€35",114
285,"FR","carInsurance",2021-09-01,2022-08-31,"€30",116
288,"FR","homeInsurance",2022-05-01,2023-05-31,"€50",116
289,"FR","carInsurance",2022-01-01,2022-12-31,"€60",118
291,"FR","lifeInsurance",2022-01-01,2023-01-31,"€65",118
292,"FR","homeInsurance",2022-02-01,2023-02-28,"€55",118
293,"FR","carInsurance",2021-12-01,2022-11-30,"€30",119
294,"FR","carInsurance",2021-12-01,2022-11-30,"€25",119
297,"FR","carInsurance",2022-06-01,2023-06-30,"€45",120
299,"FR","lifeInsurance",2022-04-01,2023-04-30,"€40",120
300,"FR","homeInsurance",2022-01-01,2022-12-31,"€55",120
301,"FR","carInsurance",2022-05-01,2023-05-31,"€50",121
302,"FR","carInsurance",2022-02-01,2023-02-28,"€40",121
303,"FR","lifeInsurance",2022-05-01,2023-05-31,"€50",121
305,"FR","carInsurance",2022-05-01,2023-05-31,"€65",122
306,"FR","carInsurance",2022-01-01,2023-01-31,"€35",122
308,"FR","homeInsurance",2021-09-01,2022-08-31,"€45",122
312,"FR","homeInsurance",2022-02-01,2023-02-28,"€45",126
313,"FR","carInsurance",2022-01-01,2023-01-31,"€45",127
317,"FR","carInsurance",2021-09-01,2022-08-31,"€50",128
320,"FR","homeInsurance",2021-11-01,2022-10-31,"€55",128
321,"FR","carInsurance",2022-05-01,2023-05-31,"€50",129
323,"FR","lifeInsurance",2022-01-01,2023-01-31,"€45",129
324,"FR","homeInsurance",2022-05-01,2023-05-31,"€50",129
326,"FR","carInsurance",2021-11-01,2022-10-31,"€25",130
328,"FR","homeInsurance",2022-06-01,2023-06-30,"€45",130
329,"FR","carInsurance",2021-09-01,2022-08-31,"€40",131
332,"FR","homeInsurance",2022-01-01,2022-12-31,"€35",131
334,"FR","carInsurance",2021-10-01,2022-09-30,"€40",134
335,"FR","lifeInsurance",2021-12-01,2022-11-30,"€65",134
336,"FR","homeInsurance",2022-04-01,2023-04-30,"€50",134
337,"FR","carInsurance",2022-03-01,2023-03-31,"€50",137
339,"FR","lifeInsurance",2022-03-01,2023-03-31,"€40",137
340,"FR","homeInsurance",2022-01-01,2023-01-31,"€40",137
341,"FR","carInsurance",2021-12-01,2022-11-30,"€55",138
345,"FR","carInsurance",2021-12-01,2022-11-30,"€50",139
352,"FR","homeInsurance",2021-12-01,2022-11-30,"€40",140
353,"FR","carInsurance",2022-02-01,2023-02-28,"€45",143
354,"FR","carInsurance",2021-12-01,2022-11-30,"€45",143
357,"FR","carInsurance",2021-09-01,2022-08-31,"€60",146
359,"FR","lifeInsurance",2021-09-01,2022-08-31,"€40",146
360,"FR","homeInsurance",2022-01-01,2022-12-31,"€40",146
361,"FR","carInsurance",2022-04-01,2023-04-30,"€45",147
362,"FR","carInsurance",2022-02-01,2023-02-28,"€45",147
363,"FR","lifeInsurance",2022-01-01,2023-01-31,"€75",147
364,"FR","homeInsurance",2022-01-01,2023-01-31,"€50",147
365,"FR","carInsurance",2021-10-01,2022-09-30,"€30",148
368,"FR","homeInsurance",2022-04-01,2023-04-30,"€45",148
369,"FR","carInsurance",2022-02-01,2023-02-28,"€40",149
371,"FR","lifeInsurance",2022-01-01,2022-12-31,"€55",149
373,"FR","carInsurance",2021-12-01,2022-11-30,"€40",150
377,"FR","carInsurance",2022-01-01,2022-12-31,"€30",151
378,"FR","carInsurance",2021-11-01,2022-10-31,"€20",151
380,"FR","homeInsurance",2021-10-01,2022-09-30,"€35",151
381,"FR","carInsurance",2022-05-01,2023-05-31,"€60",154
382,"FR","carInsurance",2022-01-01,2022-12-31,"€20",154
384,"FR","homeInsurance",2022-06-01,2023-06-30,"€40",154
385,"FR","carInsurance",2022-05-01,2023-05-31,"€60",156
389,"FR","carInsurance",2022-01-01,2022-12-31,"€30",157
392,"FR","homeInsurance",2022-01-01,2022-12-31,"€50",157
393,"FR","carInsurance",2022-05-01,2023-05-31,"€40",164
394,"FR","carInsurance",2022-04-01,2023-04-30,"€20",164
395,"FR","lifeInsurance",2021-10-01,2022-09-30,"€70",164
396,"FR","homeInsurance",2021-10-01,2022-09-30,"€40",164
397,"FR","carInsurance",2022-01-01,2022-12-31,"€60",165
399,"FR","lifeInsurance",2021-10-01,2022-09-30,"€45",165
401,"FR","carInsurance",2022-06-01,2023-06-30,"€50",167
405,"FR","carInsurance",2022-02-01,2023-02-28,"€45",168
411,"FR","lifeInsurance",2022-02-01,2023-02-28,"€40",169
413,"FR","carInsurance",2022-06-01,2023-06-30,"€45",170
415,"FR","lifeInsurance",2021-12-01,2022-11-30,"€70",170
417,"FR","carInsurance",2022-06-01,2023-06-30,"€65",171
420,"FR","homeInsurance",2022-01-01,2023-01-31,"€30",171
421,"FR","carInsurance",2021-10-01,2022-09-30,"€55",173
422,"FR","carInsurance",2021-11-01,2022-10-31,"€35",173
424,"FR","homeInsurance",2022-02-01,2023-02-28,"€40",173
427,"FR","lifeInsurance",2022-01-01,2022-12-31,"€75",175
428,"FR","homeInsurance",2021-11-01,2022-10-31,"€45",175
429,"FR","carInsurance",2022-05-01,2023-05-31,"€55",176
430,"FR","carInsurance",2022-04-01,2023-04-30,"€20",176
432,"FR","homeInsurance",2022-05-01,2023-05-31,"€45",176
433,"FR","carInsurance",2021-11-01,2022-10-31,"€40",178
436,"FR","homeInsurance",2021-12-01,2022-11-30,"€35",178
437,"FR","carInsurance",2022-01-01,2022-12-31,"€30",179
441,"FR","carInsurance",2021-11-01,2022-10-31,"€40",180
442,"FR","carInsurance",2021-11-01,2022-10-31,"€45",180
444,"FR","homeInsurance",2021-10-01,2022-09-30,"€55",180
445,"FR","carInsurance",2021-09-01,2022-08-31,"€60",181
448,"FR","homeInsurance",2021-11-01,2022-10-31,"€45",181
452,"FR","homeInsurance",2022-04-01,2023-04-30,"€30",184
453,"FR","carInsurance",2022-01-01,2022-12-31,"€30",185
458,"FR","carInsurance",2022-02-01,2023-02-28,"€30",186
461,"FR","carInsurance",2022-01-01,2023-01-31,"€50",187
465,"FR","carInsurance",2022-04-01,2023-04-30,"€30",188
466,"FR","carInsurance",2022-04-01,2023-04-30,"€35",188
468,"FR","homeInsurance",2022-01-01,2022-12-31,"€30",188
469,"FR","carInsurance",2022-03-01,2023-03-31,"€45",190
470,"FR","carInsurance",2021-12-01,2022-11-30,"€45",190
472,"FR","homeInsurance",2021-10-01,2022-09-30,"€35",190
473,"FR","carInsurance",2021-10-01,2022-09-30,"€60",192
475,"FR","lifeInsurance",2021-09-01,2022-08-31,"€70",192
476,"FR","homeInsurance",2022-01-01,2023-01-31,"€55",192
478,"FR","carInsurance",2021-09-01,2022-08-31,"€30",196
479,"FR","lifeInsurance",2021-12-01,2022-11-30,"€65",196
480,"FR","homeInsurance",2022-04-01,2023-04-30,"€40",196
483,"FR","lifeInsurance",2022-01-01,2023-01-31,"€45",197
485,"FR","carInsurance",2022-03-01,2023-03-31,"€45",198
487,"FR","lifeInsurance",2021-09-01,2022-08-31,"€40",198
488,"FR","homeInsurance",2021-11-01,2022-10-31,"€50",198
489,"FR","carInsurance",2021-10-01,2022-09-30,"€55",200
492,"FR","homeInsurance",2022-03-01,2023-03-31,"€40",200
496,"DE","homeInsurance",2021-10-01,2022-09-30,"€40",201
497,"DE","carInsurance",2021-11-01,2022-10-31,"€45",202
500,"DE","homeInsurance",2022-03-01,2023-03-31,"€30",202
501,"DE","carInsurance",2021-11-01,2022-10-31,"€35",203
503,"DE","lifeInsurance",2021-12-01,2022-11-30,"€65",203
504,"DE","homeInsurance",2022-05-01,2023-05-31,"€45",203
505,"DE","carInsurance",2022-05-01,2023-05-31,"€60",205
507,"DE","lifeInsurance",2022-03-01,2023-03-31,"€65",205
508,"DE","homeInsurance",2022-01-01,2022-12-31,"€35",205
509,"DE","carInsurance",2021-12-01,2022-11-30,"€60",206
511,"DE","lifeInsurance",2021-12-01,2022-11-30,"€70",206
512,"DE","homeInsurance",2022-04-01,2023-04-30,"€55",206
515,"DE","lifeInsurance",2022-01-01,2022-12-31,"€75",207
516,"DE","homeInsurance",2022-01-01,2022-12-31,"€35",207
517,"DE","carInsurance",2021-12-01,2022-11-30,"€55",208
519,"DE","lifeInsurance",2022-03-01,2023-03-31,"€45",208
522,"DE","carInsurance",2021-12-01,2022-11-30,"€25",209
525,"DE","carInsurance",2021-09-01,2022-08-31,"€65",210
527,"DE","lifeInsurance",2022-01-01,2022-12-31,"€45",210
529,"DE","carInsurance",2022-01-01,2022-12-31,"€35",211
532,"DE","homeInsurance",2022-02-01,2023-02-28,"€55",211
533,"DE","carInsurance",2022-01-01,2023-01-31,"€35",212
535,"DE","lifeInsurance",2021-12-01,2022-11-30,"€65",212
536,"DE","homeInsurance",2021-09-01,2022-08-31,"€45",212
537,"DE","carInsurance",2021-10-01,2022-09-30,"€40",213
539,"DE","lifeInsurance",2021-12-01,2022-11-30,"€40",213
540,"DE","homeInsurance",2021-09-01,2022-08-31,"€40",213
541,"DE","carInsurance",2021-11-01,2022-10-31,"€35",214
544,"DE","homeInsurance",2021-11-01,2022-10-31,"€50",214
548,"DE","homeInsurance",2022-04-01,2023-04-30,"€50",215
549,"DE","carInsurance",2022-06-01,2023-06-30,"€60",216
552,"DE","homeInsurance",2021-12-01,2022-11-30,"€30",216
553,"DE","carInsurance",2021-09-01,2022-08-31,"€65",217
554,"DE","carInsurance",2021-11-01,2022-10-31,"€30",217
555,"DE","lifeInsurance",2022-03-01,2023-03-31,"€40",217
557,"DE","carInsurance",2022-04-01,2023-04-30,"€40",218
561,"DE","carInsurance",2022-01-01,2022-12-31,"€50",220
563,"DE","lifeInsurance",2021-10-01,2022-09-30,"€65",220
564,"DE","homeInsurance",2021-09-01,2022-08-31,"€30",220
565,"DE","carInsurance",2022-01-01,2022-12-31,"€40",222
568,"DE","homeInsurance",2022-03-01,2023-03-31,"€50",222
569,"DE","carInsurance",2022-04-01,2023-04-30,"€65",223
573,"DE","carInsurance",2022-03-01,2023-03-31,"€35",225
576,"DE","homeInsurance",2022-04-01,2023-04-30,"€45",225
577,"DE","carInsurance",2022-01-01,2023-01-31,"€55",227
580,"DE","homeInsurance",2022-04-01,2023-04-30,"€55",227
581,"DE","carInsurance",2022-03-01,2023-03-31,"€35",228
584,"DE","homeInsurance",2022-02-01,2023-02-28,"€50",228
585,"DE","carInsurance",2022-01-01,2022-12-31,"€65",229
588,"DE","homeInsurance",2022-01-01,2022-12-31,"€45",229
589,"DE","carInsurance",2021-12-01,2022-11-30,"€45",230
593,"DE","carInsurance",2022-03-01,2023-03-31,"€40",231
596,"DE","homeInsurance",2021-10-01,2022-09-30,"€45",231
597,"DE","carInsurance",2022-03-01,2023-03-31,"€55",232
601,"DE","carInsurance",2022-06-01,2023-06-30,"€45",233
602,"DE","carInsurance",2022-01-01,2023-01-31,"€30",233
605,"DE","carInsurance",2021-12-01,2022-11-30,"€35",234
607,"DE","lifeInsurance",2022-01-01,2023-01-31,"€40",234
608,"DE","homeInsurance",2022-06-01,2023-06-30,"€40",234
613,"DE","carInsurance",2021-11-01,2022-10-31,"€65",236
614,"DE","carInsurance",2021-12-01,2022-11-30,"€45",236
617,"DE","carInsurance",2022-06-01,2023-06-30,"€55",237
618,"DE","carInsurance",2022-05-01,2023-05-31,"€45",237
619,"DE","lifeInsurance",2021-09-01,2022-08-31,"€70",237
621,"DE","carInsurance",2022-03-01,2023-03-31,"€65",238
624,"DE","homeInsurance",2022-03-01,2023-03-31,"€55",238
625,"DE","carInsurance",2022-04-01,2023-04-30,"€65",239
626,"DE","carInsurance",2021-12-01,2022-11-30,"€40",239
628,"DE","homeInsurance",2021-09-01,2022-08-31,"€55",239
629,"DE","carInsurance",2021-11-01,2022-10-31,"€65",240
631,"DE","lifeInsurance",2021-09-01,2022-08-31,"€55",240
632,"DE","homeInsurance",2022-01-01,2022-12-31,"€40",240
633,"DE","carInsurance",2022-06-01,2023-06-30,"€60",242
636,"DE","homeInsurance",2021-10-01,2022-09-30,"€45",242
637,"DE","carInsurance",2022-02-01,2023-02-28,"€55",245
640,"DE","homeInsurance",2022-04-01,2023-04-30,"€30",245
641,"DE","carInsurance",2021-10-01,2022-09-30,"€55",246
644,"DE","homeInsurance",2022-02-01,2023-02-28,"€55",246
646,"DE","carInsurance",2022-06-01,2023-06-30,"€35",249
648,"DE","homeInsurance",2022-01-01,2023-01-31,"€45",249
652,"DE","homeInsurance",2022-05-01,2023-05-31,"€30",250
655,"DE","lifeInsurance",2022-04-01,2023-04-30,"€75",251
656,"DE","homeInsurance",2022-01-01,2023-01-31,"€30",251
657,"DE","carInsurance",2022-04-01,2023-04-30,"€30",252
658,"DE","carInsurance",2022-04-01,2023-04-30,"€45",252
660,"DE","homeInsurance",2021-09-01,2022-08-31,"€40",252
661,"DE","carInsurance",2022-04-01,2023-04-30,"€55",254
673,"DE","carInsurance",2022-05-01,2023-05-31,"€50",257
675,"DE","lifeInsurance",2021-12-01,2022-11-30,"€70",257
677,"DE","carInsurance",2022-01-01,2023-01-31,"€40",258
681,"DE","carInsurance",2022-04-01,2023-04-30,"€35",259
683,"DE","lifeInsurance",2021-11-01,2022-10-31,"€50",259
684,"DE","homeInsurance",2022-06-01,2023-06-30,"€50",259
685,"DE","carInsurance",2021-12-01,2022-11-30,"€35",261
688,"DE","homeInsurance",2022-01-01,2022-12-31,"€50",261
691,"DE","lifeInsurance",2022-05-01,2023-05-31,"€40",262
692,"DE","homeInsurance",2022-06-01,2023-06-30,"€45",262
693,"DE","carInsurance",2021-10-01,2022-09-30,"€45",263
695,"DE","lifeInsurance",2021-09-01,2022-08-31,"€50",263
696,"DE","homeInsurance",2021-09-01,2022-08-31,"€40",263
697,"DE","carInsurance",2021-10-01,2022-09-30,"€65",264
699,"DE","lifeInsurance",2022-04-01,2023-04-30,"€65",264
700,"DE","homeInsurance",2022-05-01,2023-05-31,"€35",264
701,"DE","carInsurance",2021-09-01,2022-08-31,"€65",265
703,"DE","lifeInsurance",2021-12-01,2022-11-30,"€70",265
704,"DE","homeInsurance",2022-03-01,2023-03-31,"€35",265
708,"DE","homeInsurance",2022-06-01,2023-06-30,"€40",266
709,"DE","carInsurance",2022-01-01,2023-01-31,"€55",267
710,"DE","carInsurance",2022-04-01,2023-04-30,"€35",267
711,"DE","lifeInsurance",2021-09-01,2022-08-31,"€55",267
713,"DE","carInsurance",2021-09-01,2022-08-31,"€50",268
714,"DE","carInsurance",2022-04-01,2023-04-30,"€30",268
715,"DE","lifeInsurance",2021-11-01,2022-10-31,"€50",268
716,"DE","homeInsurance",2021-12-01,2022-11-30,"€55",268
717,"DE","carInsurance",2022-05-01,2023-05-31,"€50",272
718,"DE","carInsurance",2022-05-01,2023-05-31,"€35",272
720,"DE","homeInsurance",2022-01-01,2022-12-31,"€45",272
721,"DE","carInsurance",2022-01-01,2023-01-31,"€50",273
723,"DE","lifeInsurance",2022-01-01,2022-12-31,"€45",273
724,"DE","homeInsurance",2022-04-01,2023-04-30,"€35",273
725,"DE","carInsurance",2022-04-01,2023-04-30,"€65",274
726,"DE","carInsurance",2022-01-01,2023-01-31,"€35",274
728,"DE","homeInsurance",2022-02-01,2023-02-28,"€35",274
731,"DE","lifeInsurance",2021-11-01,2022-10-31,"€70",275
732,"DE","homeInsurance",2021-10-01,2022-09-30,"€35",275
733,"DE","carInsurance",2022-01-01,2023-01-31,"€30",276
735,"DE","lifeInsurance",2022-04-01,2023-04-30,"€40",276
738,"DE","carInsurance",2022-03-01,2023-03-31,"€35",278
740,"DE","homeInsurance",2022-01-01,2023-01-31,"€50",278
744,"DE","homeInsurance",2022-05-01,2023-05-31,"€50",279
745,"DE","carInsurance",2021-09-01,2022-08-31,"€40",280
746,"DE","carInsurance",2021-12-01,2022-11-30,"€30",280
747,"DE","lifeInsurance",2022-02-01,2023-02-28,"€70",280
748,"DE","homeInsurance",2022-04-01,2023-04-30,"€45",280
752,"DE","homeInsurance",2022-01-01,2023-01-31,"€40",281
754,"DE","carInsurance",2022-05-01,2023-05-31,"€25",282
756,"DE","homeInsurance",2021-12-01,2022-11-30,"€35",282
759,"DE","lifeInsurance",2021-11-01,2022-10-31,"€45",283
760,"DE","homeInsurance",2021-11-01,2022-10-31,"€55",283
761,"DE","carInsurance",2021-10-01,2022-09-30,"€60",284
763,"DE","lifeInsurance",2021-11-01,2022-10-31,"€55",284
765,"DE","carInsurance",2022-06-01,2023-06-30,"€50",285
767,"DE","lifeInsurance",2022-01-01,2023-01-31,"€75",285
768,"DE","homeInsurance",2022-06-01,2023-06-30,"€30",285
769,"DE","carInsurance",2022-03-01,2023-03-31,"€40",287
771,"DE","lifeInsurance",2022-06-01,2023-06-30,"€65",287
772,"DE","homeInsurance",2021-12-01,2022-11-30,"€55",287
773,"DE","carInsurance",2021-10-01,2022-09-30,"€65",288
774,"DE","carInsurance",2021-12-01,2022-11-30,"€20",288
775,"DE","lifeInsurance",2022-03-01,2023-03-31,"€65",288
777,"DE","carInsurance",2022-01-01,2023-01-31,"€55",289
779,"DE","lifeInsurance",2022-01-01,2022-12-31,"€50",289
781,"DE","carInsurance",2022-05-01,2023-05-31,"€40",291
784,"DE","homeInsurance",2022-06-01,2023-06-30,"€35",291
787,"DE","lifeInsurance",2021-12-01,2022-11-30,"€65",293
788,"DE","homeInsurance",2022-02-01,2023-02-28,"€50",293
789,"DE","carInsurance",2022-02-01,2023-02-28,"€55",294
791,"DE","lifeInsurance",2021-10-01,2022-09-30,"€70",294
792,"DE","homeInsurance",2022-05-01,2023-05-31,"€55",294
793,"DE","carInsurance",2022-04-01,2023-04-30,"€55",295
794,"DE","carInsurance",2022-01-01,2023-01-31,"€30",295
795,"DE","lifeInsurance",2021-11-01,2022-10-31,"€75",295
796,"DE","homeInsurance",2021-10-01,2022-09-30,"€40",295
800,"DE","homeInsurance",2022-01-01,2023-01-31,"€30",297
801,"DE","carInsurance",2022-04-01,2023-04-30,"€35",298
804,"DE","homeInsurance",2022-03-01,2023-03-31,"€30",298
805,"DE","carInsurance",2022-06-01,2023-06-30,"€55",299
806,"DE","carInsurance",2022-06-01,2023-06-30,"€25",299
807,"DE","lifeInsurance",2022-05-01,2023-05-31,"€70",299
809,"DE","carInsurance",2022-06-01,2023-06-30,"€50",300
811,"DE","lifeInsurance",2021-10-01,2022-09-30,"€40",300
812,"DE","homeInsurance",2022-02-01,2023-02-28,"€45",300
814,"DE","carInsurance",2022-03-01,2023-03-31,"€45",301
815,"DE","lifeInsurance",2022-03-01,2023-03-31,"€55",301
816,"DE","homeInsurance",2022-01-01,2022-12-31,"€55",301
818,"DE","carInsurance",2022-01-01,2023-01-31,"€45",302
820,"DE","homeInsurance",2022-06-01,2023-06-30,"€30",302
821,"DE","carInsurance",2022-04-01,2023-04-30,"€35",304
824,"DE","homeInsurance",2021-12-01,2022-11-30,"€30",304
825,"DE","carInsurance",2021-11-01,2022-10-31,"€50",305
827,"DE","lifeInsurance",2022-02-01,2023-02-28,"€45",305
